Corps,Catégorie
"Email d'origine : Hans-Peter Siegle   réf  nouveau contrat 1 241 175.msg

bonjour aujourd'hui doit commencer mon nouveau contrat d'electricite demenagement du place des halles et emmenagement au rue du travail je viens de relever les chiffres du compteur au rue du travail semaine prochaine je vous communiquerai les chiffres du compteur au place des halles pour clore mon ancien contrat cordialement ",0
"Email d'origine : Re  Votre demande de résiliation (2).msg

b?onjour je viens effectivement de trouver les informations demandees sur l'etat des lieux hc hp que le contrat pourra maintenant etre resilie bien cordialement de a envoye mercredi juillet objet votre demande de resiliation bonjour madame nous faisons suite a votre demande nous vous informons que lors de l'etat des lieux de sortie le releve du compteur est effectue puis inscrit sur ce dernier nous vous proposons de vous referer a ce document en cas d'absence de ces indications sur celuici nous vous invitons a contacter des estudines afin de leur demander de vous transmettre le releve du compteur votre contrat de fourniture sera resilie des reception des index nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye samedi juillet a accueil objet re resiliation de contrat n° ?bonjour permets de vous informer qu'il s'agissait d'un logement dans une etudiante les estudines ma fille a quitte cette le juin et nous n'y avons plus acces peutetre qu'il faut directement vous adresser a eux nous avons notre derniere facture d'un montant de  le juin dernier merci pour votre comprehension cordialement de mailto a mailto envoye mercredi juillet objet re resiliation de contrat n° bonjour madame nous avons bien pris connaissance de votre demande de resiliation de votre contrat d'electricite au rue de course a pour simplifier vos demarches nous vous invitons a nous adresser par retour de mail vos releves de compteur en heures creuses et en heures pleines votre contrat de fourniture sera resilie des reception de ces indications une derniere facture vous sera ensuite adressee par voie postale a votre nouvelle adresse nous restons a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto mailto envoye samedi juillet a accueil mailto objet resiliation de contrat n° ?madame monsieur je vous informe que ma fille residente au rue de course a a quitte son logement le juin vous voudrez donc bien mettre fin au contrat d'electricite bien cordialement ",0
"Email d'origine : RE  Votre demande (11).msg

bonjour le releve du compteur de geispolsheim ref e est de kw selon releve dhier avec lagence pour ma nouvelle adresse je vous remercie de bien vouloir conserver le montant des prelevements mensuels du fait que surface et les appareils menagers restent identiques bien cordialement de accueil mailto envoye jeudi juillet a objet votre demande bonjour madame nous faisons suite a votre demande et vous confirmons prise en compte du releve de compteur pour souscription de votre contrat au rue des jardiniers a nous prenons note que vous nous recontacterez des que vous serez en possession du releve du compteur pour le logement situe au av du schlossgarten a geispolsheim nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye mardi juillet a accueil mailto objet re resiliation de contrat bonjour il sagit du compteur du nouvel appartement au rue des jardiniers a je procede au releve du compteur de lappartement a geispolsheim demain apresmidi avec lagence et ne manquerai pas de vous communiquer les informations bien cordialement de accueil mailto envoye mardi juillet a objet resiliation de contrat bonjour madame nous avons bien recu le releve de compteur que vous nous avez transmis toutefois celuici semble incoherent par rapport a notre releve precedent superieur a votre historique de consommation c'est pourquoi nous souhaitons le verifier avec vous nous vous remercions de bien vouloir vous assurer de cet index et nous vous suggerons pour plus de simplicite de nous le transmettre par retour de courriel nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye vendredi juin a accueil mailto objet re information demenagement madame monsieur par le mail je vous informe de mon demenagement contrat n° ref technique e avenue du schlossgarten  bat a geispolsheim je quitterai lappartement le pour emmenager au rue des jardiniers  a date ref technique e bien cordialement l'absence de virus dans ce courrier electronique a ete verifiee par le logiciel antivirus avast https www avast antivirus https ipmcdn avast imagesiconsiconenvelopetickroundorangeanimated repeatv gifhttps www avast email utmmediumemailutmsource utmcampaign emailutmcontentemailclient garanti sans virus www avast https www avast email utmmediumemailutmsource utmcampaign emailutmcontentemailclient",1
"Email d'origine : resiliation (3).msg

bonjour voici les elements qui vous sont necessaires pour resiliation de mon contrat a compter du juin n°contrat n°compteur p releve kwh cordialement ",0
"Email d'origine : Formulaire de contact   Divers (61).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour j'ai pris en location a compter du le logement occupe auparavant par adam dernier etage au rue saint je n'ai pas encore releve le compteur vous pouvez deja etablir le contrat je ne retourne a que fin juillet pour emmenager mon adresse actuelle rue de tours merci cordialement energies social rue du marais vert cedex ",0
"Email d'origine : RE  Votre demande (30).msg

bonjour veuillez trouver cijoint les documents demandes bien cordialement de accueil envoye mardi juillet a objet votre demande bonjour madame nous faisons suite a votre demande nous vous remercions de bien vouloir nous transmettre par retour de mail les elements suivants le certificat d'heredite une declaration portefort a votre nom en cas d'une succession avec plusieurs heritiers votre piece d'identite des reception de ces documents nous pourrons proceder au remboursement de l'avoir nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye jeudi juillet a accueil objet ref bonjour j'ai recu facture n°s du d'un montant de  elle est arrivee a nouvelle adresse comme demandee il est precise que regularisation se fera sur le compte indique a partir du a savoir celui de feu mr jean or ce compte est actuellement bloque pour succession il serait preferable de modifier le mandat sepa pour ce remboursement ainsi que pour les futures factures a mon intention veuillez trouver de ce fait cijoint mon rib merci pour votre aide bien cordialement de accueil mailto envoye vendredi mai a objet votre demande bonjour monsieur nous vous confirmons prise en compte de votre demande de modification de l'adresse de correspondance du contrat n° par ailleurs nous vous proposons de facture n° s en joignant un cheque au titre interbancaire de paiement et de l'envoyer avec l'enveloppe fournie nous restons bien entendu a votre disposition pour tous renseignements complementaires bien cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto message d'origine de mailto envoye mercredi mai a accueil mailto objet ref bonjour monsieur jean rue des violettes wolxheim est decede recemment je suis sa fille je voudrai savoir s'il est possible de m'adresser ses prochaines factures a mon adresse en attendant vente de maison et l'arret de son abonnement pour ce qui est de facture du mois de mai n°s comment je peux vous merci pour votre retour bien cordialement rue beau site bitche envoye de mon ipad",3
"Email d'origine : Re  Vos factures.msg

madame monsieur bonjour avant tout je vous prie de bien vouloir m'excuser pour ce retard mais je ne peux faire autrement j ai fait demande aupres de banque de pour inclure ce retard dans le dossier et je pense que ce sera possible selon le tribunal d'instance vois dans l'obligation de quitter l'appartement du fait que les montant en electricite et son manque de disponibilite sont trop enormes mon etat de ne me permet plus d'habiter seul et vois contraint d'aller vivre entourer de mes proches en effet mon diabete insulinodependant a aggraver ma je rentre d'hospitalisation psychiatrique du fait que je fais de neuropathie aigue mes hypoglycemies ont entraine une independance alors je vais demeger aupres d'une de mes proches a kilstett fin de ce mois je reste bien entendu a votre antiere dispositions pour plus amples renseignements cordialement le avril a accueil mailto a ecrit bonjour monsieur nous avons bien recu votre demande d'explication de vos factures votre compteur est releve deux fois par an en mars et septembre nous vous faisons parvenir une facture tous les mois soit factures par an factures sont calculees sur base d'index estimes et deux font suite a releve de votre compteur nos estimations peuvent etre superieures ou inferieures a vos consommations les factures reelles permettent de regulariser ces estimations en cas de trop percu nous etablissons un en votre faveur en cas de depassement nous vous envoyons une facture pour le reglement de difference pour eviter ces factures estimees nous vous proposons mensualisation ce service vous permet de simplifier gestion de votre contrat et de ne recevoir qu'une seule facture par an chaque mois vous preleve de somme a une date fixe que vous choisissez pour mettre en place mensualisation nous vous invitons a vous connecter a votre espass personnelhttps espaceclient dans rubrique gerer mes contrats clic sur reference du contrat concerne mes services en ligne mensualiser mes paiements pour toutes questions relatives au de vos factures nous vous invitons a effectuer vos demandes soit par telephone au par mail a l'adresse suivante mailto entre nous nous vous recommandons de souscrire a facture electronique pour vous simplifier consultation de votre echeancier et l'archivage de vos factures dont vous pouvez a tout moment nous demander une copie gratuitement pour comprendre votre facture en un clic et mieux gerer votre contrat nous vous invitons a vous rendre sur notre site factures http factures fpnhtmllistefactures html nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto mailto envoye dimanche avril a accueil mailto objet contrat nr facture nr s madame monsieur bonjour je fais suite a votre facture citee ci dessus impensable je ne comprends pas du tout je vous ai envoye le tip pour derniere facture d'un montant de euros vous me facturez euros du au ce qui fait euros mensuel c'est enorme surtout que l'appartement etait non habite du au suite a mon hospitalisation donc aucune depense electricite alors expliquez moi cette erreur je reste a votre entiere disposition vous souhaitant bonne reception et avec tout mon respect ",2
"Email d'origine : Formulaire de contact   Renseignement (5).msg

email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet renseignement adresse electronique message contrat nr bonjour monsieur je voudrais payer par prelevement automatique merci de me dire comment faire cordialement energies social rue du marais vert cedex ",4
"Email d'origine : Formulaire ES.msg

cijoint le formulaire pour faire reprendre le compteur d'electricite a mon nom suite a l'acquisition de mon nouvel appartement en location ",1
"Email d'origine : Follow Up.msg

hi i am following up my email on given for reference regarding stopping my electricity contract effect from has contract been canceled please let me know update as as possible thank sincerely yours my email on hi i quit apartment at rue de on so please stop electricity contract in my effect from please let me know what i should do further i have attached a screenshot of my online account that shows contract number and other details i look forward to your reply thank sincerely yours ",0
"Email d'origine : CONTRAT N° 894841   INFORMATION SUR CONSOMMATION SUITE SORTIE APPARTEMENT.msg

contrat bd bonjour par le presente nous vous prions de prendre en compte les informations suivantes hc hp releves fait en date du juillet lors de letat des lieux de sortie de lappartement veuillez nous faire parvenir le facture finale a ladresse suivante rue principale imbsheim a vous lire ",4
"Email d'origine : résiliation contrat électricité.msg

madame monsieur ayant eu un souci de connexion internet avec un de passe trop de fois errone l'acces a mon espace personnel est bloque pour les prochaines heures de impossible de vous joindre par telephone le numero n'appelle pas il est tout de suite raccroche je vous envoie donc ce mail pour vous signaler que j'ai quitte mon appartement au rue de ribeauville aujourd'hui et que je souhaiterai resilier mon contrat pour l'electricite je vous remercie de prendre contact soit par cette adresse mail soit au pour que nous puissions effectuer cette operation le plus rapidement possible cordialement pour le contrat n° reference contact ",5
"Email d'origine : Info.msg

bonjour cijoint les informations complementaires pour t afin de finaliser mon dossier hc hp numero de compteur c edl autrement j'ai une question est ce qu'il y a deux abonnements differents un abonnement heure normal et l'autre heures pleines heures creuses si oui nous aimerions nous souscrire au premier abonnement c'est a dire les horaires normales sans les heures creuses et pleines cordialement ",4
"Email d'origine : Formulaire de contact   Divers (8).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour lorsque nous avons emmenage au rue a c'est moi qui me suis occupee de souscrire un abonnement or mon conjoint weber qui habite l'appartement egalement et avec lequel je suis pacsee souhaiterait apparaitre sur les factures et justificatifs estil possible d'ajouter son nom merci d'avance pour votre reponse energies social rue du marais vert cedex ",0
"Email d'origine : RE  Votre demande (36).msg

bonjour nous vous remercions de bien vouloir envoyer le contrat et les factures a ladresse suivante marie sc tour esca quai cs cedex bien cordialement services immobiliers aux gestionnaire t f tour esca quai www http www les informations contenues dans ce message et toutes les pieces jointes ciapres le message sont confidentielles et etablies a l'intention exclusive de ses destinataires toute utilisation ou diffusion totale ou partielle de ce message non conforme a sa destination est interdite sauf autorisation expresse tout message electronique est susceptible d'alteration et ses filiales declinent toute responsabilite au titre de ce message s'il a ete altere deforme ou falsifie si vous n' pas destinataire de ce message nous vous demandons de bien vouloir le supprimer de votre systeme et en avertir immediatement l'expediteur de accueil mailto envoye mardi juillet a objet votre demande bonjour madame nous faisons suite a votre demande de souscription de contrat au nom de madame pour le logement situe au rue de molsheim a pour nous permettre de valider le contrat merci de nous communiquer l'adresse pour l'envoi du contrat et des factures nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye vendredi juin a accueil mailto objet transcription de contrat d'electricite rue de molsheim bonjour le mail afin de vous informer de reprise du contrat delectricite du rue de molsheim actuellement au nom de romain par madame marie proprietaire de lappartement vous trouverez cijoint son mandat de gestion ainsi letat des lieux de sortie avec le releve du compteur je vous remercie de bien vouloir minformer lorsque le changement sera effectif bien cordialement proprietairehttp www services immobiliers aux gestionnaire t f tour esca quai www http www les informations contenues dans ce message et toutes les pieces jointes ciapres le message sont confidentielles et etablies a l'intention exclusive de ses destinataires toute utilisation ou diffusion totale ou partielle de ce message non conforme a sa destination est interdite sauf autorisation expresse tout message electronique est susceptible d'alteration et ses filiales declinent toute responsabilite au titre de ce message s'il a ete altere deforme ou falsifie si vous n' pas destinataire de ce message nous vous demandons de bien vouloir le supprimer de votre systeme et en avertir immediatement l'expediteur ",3
"Email d'origine : Résiliation contrat 9782209 .msg

bonjour cijoint une copie de l'etat des lieux et du compteur a date du merci de prendre en compte ces documents pour arreter l'abonnement cordialement de a envoye le mercredi juillet h objet votre demande sur le site www monsieur merci de votre message nous allons traiter votre demande vous trouverez ciapres un recapitulatif de l'ensemble des renseignements que vous avez bien voulu nous transmettre monsieur telephone objet divers adresse electronique mailto message bonjour ma fille a demenage de son logement situe au rue jules au eme etage nr contrat j'ai appele semaine derniere pour resilier le contrat et pour qu'un technicien passe pour couper lelectricite malheureusement vous n'aviez plus de disponibilite avant l'etat des lieux et remise des cles de l'appartement qui a ete fait ce lundi a h par l'agence immium on m'a proposer date du et j'ai bien insiste que le technicien n'aura plus acces au compteur on m'a dit que ce n'etait pas grave et que le technicien pourra couper le compteur au niveau de l'immeuble le technicien nous appele hier pour nous dire qu'il fallait avoir acces au compteur pour resilier sinon on continuerai a payer l'abonnement je n'ai plus les cles de l'appartement pour un nouveau rdv et il est hors de question de payer un abonnement qu'on utilise pas je peux vous transmettre une copie de l'etat des lieux de sortie avec le releve du compteur que l'agent immobilier a fait et une photo du compteur pour info le disjoncteur principal a ete coupe donc il n'y a pas de consommation et il n'y a pas de futur locataire de prevu pour l'instant merci de prendre en compte ma demande de resiliation au cordialement social rue du marais vert cedex ",0
"Email d'origine : Formulaire de contact   Divers (55).msg

email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet divers adresse electronique message monsieur madame nous venons d'emmenager au rue de l'oignon er etage gauche le locataire precedent se nommait shaeffer j'aimerais faire les demarches necessaires concernant le changement d'abonne cordialement a energies social rue du marais vert cedex ",0
"Email d'origine : RE  Votre demande (41).msg

bonjour merci pour ces infos je suis actuellement a letranger et signerai le mandat sepa aout lecheance de  est donc payee par tip deja envoye cordialement m de accueil mailto envoye mercredi juillet a objet votre demande bonjour madame nous vous confirmons prise en compte de votre demande de mise en place du prelevement automatique pour votre contrat n° nous vous invitons a nous preciser par retour de mail date a laquelle nous pouvons soumettre au prelevement le solde de euros correspondant a votre facture n° s editee le juillet pour vous simplifier le reglement de vos factures nous vous recommandons mensualisation chaque mois vous preleve de somme a date fixe que vous choisissez le montant de votre mensualite est determine au plus proche de votre situation nous restons bien entendu a votre disposition pour tous renseignements complementaires bien cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye samedi juillet a accueil mailto objet demande de paiement par prelevement sepa bonjour je souhaiterais que les prelevements de factures soient faites par prelevement sepa au lieu du tip comment proceder cordialement contrat ",4
"Email d'origine : Formulaire envoyé via votre Assistant (22).msg

bonjour voici un formulaire envoye par un utilisateur de votre assistant nom campo email commentaire bonjour je souhaiterai connaitre les dimensions d'un coffret electrique pour une maison individuelle neuve m² d'avance merci page web http energies electriciteleraccordementleraccordementelectrique ref s http www livingactor assistanteditor~enginezwfm mozilla windows nt win x applewebkit khtml like gecko chrome safari si cet email ne vous est pas destine merci de nous contacter a l'adresse ",4
"Email d'origine : Formulaire envoyé via votre Assistant (8).msg

bonjour voici un formulaire envoye par un utilisateur de votre assistant nom email commentaire bonjour j'ai le choix entre quel fournisseurs d'electricite pour le rue prinicpale salenthal aussi le site ne me reconnait pas alors que j'avais deja creer un compte en ligne mon addresse mail est j'ai demander un nouveau de passe le message recu et le suivantimpossible de vous authentifier veuillez verifier votre adresse email et votre de passe j'aimerai avoir les details du compte restaurant qui n est guerre utiliser mais mais me demande plus de euros par mois compteur j'aimerai savoir combien a combien d'ampere il est connecter savoir a combien je peux le reduire ou l'augmente au maximum a combien et combien ce fait en prix merci de me faire savoir t o u t le s details par courriel s v p aussi copier page web http energies electriciteleraccordementleraccordementelectrique ref s http www livingactor assistanteditor~enginezwfm mozilla windows nt win x applewebkit khtml like gecko chrome safari si cet email ne vous est pas destine merci de nous contacter a l'adresse ",2
"Email d'origine : résiliation du contrat  suite à mon déménagement.msg

contrat n° rue des moutons madame monsieur par presente je vous informe que je quitte le logement sis au rue des moutons a demain en dapresmidi je porterai a votre connaissance les informations par rapport au compteur demain netant pas sur place actuellement je vous remercie de prendre dores et deja note de ce depart sinceres salutations ",0
"Email d'origine : RE  Votre demande (23).msg

bonjour monsieur je vous remercie de votre reponse le studio situe ave de ne presente plus dinteret pour moi est sur le point detre vendu son compteur sera le souci de lacheteur en ce qui concerne celui concernant mon appartement dans place saintlouis il nest accessible pour les raisons que je vous ai indiquees dans mon dernier mail seraitil dune incommensurable difficulte de me mettre en contact avec le releveur lorsquil viendra chez nous il rencontrera en temps lhomme a tout faire qui connait bien structure des lieux et qui pourtant eprouve des difficultes dacces aux compteurs du bat f en ce qui me concerne je serai absent du au une reponse positive a cette proposition serait gratifiante et pourrait eventuellement les difficultes dacces auxquelles nous nous trouvons confrontes avec mes remerciements anticipes je vous prie dagreer monsieur lexpression de mes sentiments distingues nous vous confirmons que les deux contrats d'electricite que vous avez souscrits aupres de nos services concernent les adresses suivantes avenue de a place saint louis a par ailleurs nous vous informons que les compteurs correspondant a ces deux logements sont accessibles et peuvent faire l'objet de releves en cas d'absence de votre part nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye mercredi juillet a accueil mailto objet re votre courriel du bonjour madame je nai quun seul logement dans les jardins dalsace place saint louis et pas mon logement est le f en outre je ne suis en mesure de faire des releves lhomme a tout faire de ny t pas arrive non plus en etant allonge sur le sol pour parvenir a mon age ans je ne peux me permettre un tel exercice si vous faites allusion a un studio que jai aux urbaines avenue a le processus de vente arrive a son terme je ne suis plus concerne je vous prie dagreer lexpression de mes sentiments distingues de accueil mailto envoye mercredi juillet a objet votre courriel du bonjour monsieur nous faisons suite a votre demande concernant le contrat nous vous informons qu'une facture a ete calcule sur base d'un index estime pour le contrat une facture sera calculee fin juillet sur base d'un index estime nous vous invitons a nous transmettre vos releves pour ces logements avant votre depart nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye dimanche juillet a accueil mailto objet periode de vacancs bonjour madame ou monsieur pour vos controles ou estimation je crois faire uvre utile en vous signalant que nous serons absents du au veuillez agreer madame ou monsieur lexpression de nos sentiments distingues ",2
"Email d'origine : Formulaire de contact   Divers (56).msg

email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet divers adresse electronique message bonjour dans le cadre d'un echelonnement mis en place avec vos services et banque de afin de regulariser ma dette de euros qu'il me reste a vous devoir je vous ai fait parvenir par virement somme de euros en effet mise en place precise euros par mois pendant mois et ce a compter du er septembre mais comme il m'est possible de tenter de cette dette au plus vite je vous en deux fois a ce jour je n'ai aucun moyen d'etre dans certitude que vous l'ayez bien recu facture ou pourriez vous me le confirmer par courriel salutation cordiale monsieur energies social rue du marais vert cedex ",4
"Email d'origine : Résiliation (3).msg

bonjour resiliation du contrat rue des bonnes gens le compteur affiche ",0
"Email d'origine : Re  Votre demande (65).msg

bonjour mon numero de contrat est cordialement accueil mailto ?????? bonjour madame nous vous remercions de bien vouloir nous preciser votre numero de contrat afin de traiter votre demande nous restons a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto message d'origine de mailto mailto envoye samedi juin a accueil mailto objet formulaire de contact divers email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique mailto message bonjour je voudrais une resiliation j'ai habite a ° rue de londres je l'ai quitte au juin et j'ai vu ma deniere consommation kwh cordialement energies social rue du marais vert cedex ",3
"Email d'origine : coupure de courant  à mon appartement  .msg

bonjour suite a coupure de l'electricite chez moi pour faute de paiement je vous propose de payer somme de euros et le du mois le reste est de euros je peux pas rester en noir avec enfants et pas de frigo je recois mon salaire le du mois merci de votre comprehension rue du hoenheim ",2
"Email d'origine : Re  votre demande du 08 07 2017.msg

bonjour voila mon contrat de bail envoye depuis mon htc le juil accueil a ecrit bonjour nous faisons suite a votre demande aucune piece n'etait jointe a votre courriel nous vous remercions de bien vouloir preciser votre demande et de nous indiquer reference de votre contrat et l'adresse du logement concerne nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye samedi juillet a accueil objet le photo de mon compteur envoye depuis mon htc",3
"Email d'origine : Re  URGENT VALERIANE MATTERN  creation de votre Espass personnel.msg

urgent urgent urgent bonjour je n'arrive pas vous joindre telephoniquement depuis vendredi juin message d'attente puis tous les conseillers sont en ligne etc et depuis ce matin j'appelle toutes les mn et tombe sur ce message j'ai egalement cree le compte sur internet mais pour le demenagement on me demande telephoner je tourne donc en rond je vous serai reconnaissante m'appeler au pour cloturer l'abonnement dont les references sont contrat reference ma fille vient quitter au juin son appartement rue deserte elle n' par contre pas pense prendre le releve son compteur pouvezvous stopper son abonnement cette date puisqu'elle n'en plus les cles nous voudrions savoir quelles sont les modalites pour cloturer son compte vous en remerciant d'avance envoye le mardi juillet h objet creation votre espass personnel bonjour votre espass personnel est maintenant cree vous pouvez des beneficier toutes les fonctionnalites offertes vous avez souhaite ajouter votre espass personnel le contrat n° pour le contrat souscrit l'adresse rue deserte nous vous confirmons que cette operation bien ete realisee pour pouvoir vous connecter votre espass personnel voici les informations qui vous seront necessaires conservez les precieusement votre identifiant mailto votre mot passe xxxxxxxxx vous allez pouvoir immediatement beneficier des services votre espass personnel partir votre espass personnel vous pourrez utiliser nombreux services notamment consulter les donnees vos contrats ainsi que l'historique vos consommations d'electricite mettre jour certaines donnees effectuer toutes les demarches concernant votre changement domicile beneficier services concernant l'energie et l'habitat en alsace nous esperons que vous trouverez rapidement les reponses toutes vos questions et que les services proposes vous donneront entiere satisfaction toujours votre disposition votre conseiller note confidentialite ce message est strictement confidentiel son integrite n'etant pas assuree sur internet le contenu ce message ne peut donc engager responsabilite d' si vous n' pas destinataire du message merci d'en avertir immediatement l'expediteur l'adresse email mailto et le detruire s au capital euros f cedex rcs b ape http www http www ",0
"Email d'origine : Résiliation contrat ES.msg

bonjour je suis passe il y a trois semaines en agence on m'a dit que pour resilier le contrat un mail suffisait je souhaite donc par ce courrier vous faire part de mon intention de rompre le contrat vous trouverez en piece cijointe photo du compteur a date du juillet il s'agit d'un appartenant au nom de au rue du saumon cordialement envoya© de mon iphone",3
"Email d'origine : Formulaire de contact   Divers (27).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour je voulais savoir si le technicien est passe releve mon ancien compteur rue jean a jaimerais savoir si il y a une difference cdt energies social rue du marais vert cedex ",1
"Email d'origine : Contrat 23953 STAUTH Gilbert .msg

bonjour d'avoir ete sur place puisje vous adresser le releve cijoint par mail contrat n° m gilbert rue erckmann chatrian merci d'avance cordialement jyves ",1
"Email d'origine : Contrat nº987068.msg

bonjour j'ai recu ma facture annuelle et je souhaiterai comprendre pourquoi je dois payer plus en mensualite l'annee prochaine et pourquoi il me reste encore un reliquat a payer alors que j'ai consomme beaucoup que l'annee precedente kwh pour juillet contre kwh pour juillet dans l'attente de votre reponse cordialement envoye de mon iphone",4
"Email d'origine : Contrat n°905302.msg

bonjour je reviens vers vous concernant un trop paye nous prenons en charge les factures delectricite de dont le numero de contrat est cite en objet le bilan annuel recu le a ete paye en etant pris par erreur pour une facture le cheque n° dun montant de  vous a ete envoye le et a ete encaisse le javais deja telephone on mavait dit quil ny avait pas trace de ce versement au niveau de votre comptabilite cependant notre courrier vous a ete adresse et le cheque a ete encaisse merci de bien vouloir reverifier ce quil en est de votre cote cordialement secretaire de tel www sigassociation alsacehttp www sigassociation alsace facebookhttp www facebook sigassociation twitterlogo https twitter sigassociation",4
"Email d'origine : Formulaire de contact   Divers (100).msg

email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet divers adresse electronique message bonjour je viens de me rendre compte d'une erreur de releve de consommation sur mon compteur qui a une facture exorbitante or j'ai hier cette facture en fois a votre guichet de comment interrompre ce paiement merci energies social rue du marais vert cedex ",1
"Email d'origine : Formulaire de contact   Renseignement (24).msg

email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet renseignement adresse electronique message je voudrait acceder a mon espace personnel mais pouriez vous menvoyer le lien sur le numero ou koment faire merci de repondre sur ce numero energies social rue du marais vert cedex ",5
"Email d'origine : Re  Votre compte internet (4).msg

bonjour je n'arrive pas a aller sur mon site perso pourriezvous m'aider s'il vous merci de enviado lunes de de a m para asunto votre compte internet bonjour nous vous confirmons prise en compte de votre demande de creation de votre compte internet pour finaliser creation de votre compte merci de cliquer sur le lien suivant pour saisir vos donnees personnelles icihttps www interactive electricite netaelfrcreercybercomptecreercybercompteprocess codeactionappelcollectepreremplitypeuseruememail referenceid bien cordialement votre conseiller ce courrier electronique vous est envoye par l'espass personnel energies suite a votre demande de creation de compte internet merci de ne pas repondre a ce courrier ",5
"Email d'origine : contrat 1055697.msg

bonjour regardez bien les pieces jointes encore une fausse facture pas un mois ne se passe sans que vos bras casses madressent de faux documents et pourtant on mavait appele recemment mais encore une pressee de partir en conges au lieu de travailler cela devient plus quinsupportable un personnel et une direction a virer javais prevenu lagr de ne pas vous verser largent car je sais que vous si escroc a vouloir encaisser deux fois les sommes sans compter vos erreurs comptables entre les factures et les factures davoir pour du personnel vous n pas branche je nattends plus des excuses car votre attitude me donne plus que des nausees jai deja assez a me battre contre une maladie neuro invalidante et maintenant un debit de crabe vous naidez pas les personnes vous nuisez enfin vos agissements contribuent a activer ma destruction doisje vous rappeler les fondements de responsabilite civile delictuelle et quasi delictuelle apprenez a travailler rue iv ",4
"Email d'origine : Fwd  Relevé Départ 11 rue de SCHERWILLER 67100 Strasbourg.msg

ci joint le releve signe par bonne reception du message transfere expediteur alexandrine mailto date juillet a utc destinataire mailto objet rep ? releve depart rue de scherwiller ? repondre a alexandrine mailto bonjour cijoint le formulaire signe bonne alexandrine de mailto a mailto cc mailto envoye le jeudi juillet h objet releve depart rue de scherwiller bonjour cijoint le releve du compteur electrique de l'appartement rue de scherwiller suite au depart de notre locataire au cet appartement fait l'objet d'un compromis de vente il est inoccupe je vous ai indique le nom du nouveau proprietaire le releve vous parviendra egalement signe par bonne receptionhtmlhead httpequivcontenttype contenttexthtml charsetusasciiheadbody dirautoblockquote typecitedivdivblockquotebodyhtml",0
